8.999722	830.228329
8.999717	830.252171
8.999709	830.284357
8.999714	830.255747
8.999718	830.302238
8.999732	830.253363
8.999731	830.267668
8.999725	830.290318
8.999702	830.258131
8.999723	830.203295
8.999724	830.229521
8.999708	830.202103
8.999724	830.179453
8.999710	830.289125
8.999673	830.229521
8.999716	830.205679
8.999728	830.268860
8.999724	830.250978
8.999725	830.253363
8.999727	830.280781
8.999712	830.243826
8.999720	830.222368
8.999728	830.247402
8.999725	830.248594
8.999714	830.261707
8.999717	830.299854
8.999689	830.245018
8.999732	830.258131
8.999706	830.240250
8.999704	830.240250
8.999704	830.254555
8.999725	830.254555
8.999736	830.320120
8.999710	830.233097
8.999725	830.223560
8.999716	830.261707
8.999882	830.267668
8.999717	830.304623
8.999718	830.199718
8.999716	830.312967
8.999735	830.215216
8.999743	830.235481
8.999720	830.278397
8.999717	830.272436
8.999744	830.219984
8.999736	830.302238
8.999705	830.309391
8.999763	830.254555
8.999737	830.272436
8.999705	830.265284
8.999656	830.239058
8.999731	830.230713
8.999743	830.228329
8.999719	830.231905
8.999701	830.297470
8.999727	830.252171
8.999709	830.155611
8.999733	830.140114
8.999674	830.184221
8.999715	830.143690
8.999746	830.230713
8.999728	830.163956
8.999713	830.135345
8.999800	830.138922
8.999712	830.217600
8.999721	830.212831
8.999722	830.174685
8.999700	830.100775
8.999732	830.153227
8.999729	830.161572
8.999709	830.179453
8.999716	830.155611
8.999740	830.129385
8.999757	830.150843
8.999735	830.167532
8.999745	830.177069
8.999726	830.210447
8.999703	830.137730
8.999774	830.177069
8.999727	830.159187
8.999721	830.193758
8.999729	830.246210
8.999674	830.181837
8.999736	830.186605
8.999719	830.177069
8.999727	830.217600
8.999709	830.205679
8.999738	830.179453
8.999722	830.204487
8.999728	830.173492
8.999737	830.171108
8.999728	830.204487
8.999708	830.167532
8.999727	830.171108
8.999730	830.203295
8.999733	830.153227
8.999708	830.217600
8.999723	830.216408
8.999727	830.237865
8.999628	830.181837
8.999716	830.228329
8.999703	830.206871
8.999696	830.242634
8.999715	830.218792
8.999718	830.258131
8.999751	830.248594
8.999727	830.235481
8.999726	830.210447
8.999718	830.235481
8.999720	830.230713
8.999732	830.240250
8.999698	830.264091
8.999722	830.289125
8.999682	830.240250
8.999739	830.235481
8.999740	830.194950
8.999721	830.247402
8.999730	830.202103
8.999748	830.209255
8.999709	830.253363
8.999718	830.239058
8.999725	830.215216
